Time [s], RESP, PLETH, V, AVR, II
19.768,0.22483,0.43109,0.53529,0.3451,0.6549
19.776,0.22385,0.42815,0.52549,0.38039,0.60588
19.784,0.22287,0.4262,0.52549,0.41961,0.55098
19.792,0.2219,0.42326,0.51569,0.4451,0.5098
19.8,0.22092,0.42033,0.51961,0.47059,0.47059
19.808,0.22092,0.41838,0.51961,0.5,0.42941
19.816,0.21994,0.41544,0.52549,0.51961,0.4
19.824,0.21994,0.41349,0.52549,0.52941,0.38039
19.832,0.21994,0.41153,0.51961,0.53529,0.38039
19.84,0.21896,0.41056,0.52549,0.52941,0.37451
19.848,0.21896,0.41153,0.52941,0.53529,0.37451
19.856,0.21799,0.41153,0.51961,0.52549,0.38431
19.864,0.21701,0.41153,0.51961,0.52941,0.39412
19.872,0.21505,0.41056,0.51569,0.51961,0.40392
19.88,0.2131,0.40958,0.51961,0.51569,0.40392
19.888,0.20919,0.40762,0.51569,0.5098,0.41961
19.896,0.20528,0.40762,0.51569,0.5098,0.42549
19.904,0.20039,0.40762,0.51961,0.50588,0.43922
19.912,0.1955,0.40762,0.5098,0.50588,0.44902
19.92,0.18964,0.4086,0.51569,0.5,0.4549
19.928,0.18475,0.40958,0.5098,0.49412,0.44902
19.936,0.17986,0.40762,0.51569,0.5,0.4549
19.944,0.17498,0.40567,0.51569,0.49412,0.44902
19.952,0.16813,0.40469,0.51569,0.49412,0.46471
19.96,0.16129,0.40274,0.51961,0.5,0.44902
19.968,0.15249,0.40176,0.51961,0.5,0.43922
19.976,0.14467,0.40176,0.51961,0.50588,0.42941
19.984,0.13685,0.40274,0.51961,0.50588,0.42549
19.992,0.12903,0.40469,0.53922,0.5,0.43529
